,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.9235,0.0,flower1.jpg,flower1_pair.jpg,left,A10FSZLB75VZ14
1,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.962099999,1.0,flower2_pair.jpg,flower2.jpg,right,A10FSZLB75VZ14
2,6,2.0,left.jpg,left,1.135,left,14.0,left,1.0,1.630099999,2.0,flower3.jpg,flower3_pair.jpg,left,A10FSZLB75VZ14
3,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.3609,3.0,flower4.jpg,flower4_pair.jpg,left,A10FSZLB75VZ14
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.582,4.0,flower5_pair.jpg,flower5.jpg,right,A10FSZLB75VZ14
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6818,5.0,flower6.jpg,flower6_pair.jpg,left,A10FSZLB75VZ14
6,10,6.0,flower6.jpg,,,,,,,,,,,,A10FSZLB75VZ14
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,9.4174,0.0,flower1.jpg,flower1_pair.jpg,left,AXTIQHZSLC0FE
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.1404,1.0,flower2_pair.jpg,flower2.jpg,right,AXTIQHZSLC0FE
9,6,2.0,left.jpg,left,2.7211,left,14.0,left,1.0,3.2627,2.0,flower3.jpg,flower3_pair.jpg,left,AXTIQHZSLC0FE
10,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.0967,3.0,flower4.jpg,flower4_pair.jpg,left,AXTIQHZSLC0FE
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.8699,4.0,flower5_pair.jpg,flower5.jpg,right,AXTIQHZSLC0FE
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.968,5.0,flower6.jpg,flower6_pair.jpg,left,AXTIQHZSLC0FE
13,10,6.0,flower6.jpg,,,,,,,,,,,,AXTIQHZSLC0FE
14,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.7702,0.0,flower1.jpg,flower1_pair.jpg,left,ARIWYNIH12MLF
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.6809,1.0,flower2_pair.jpg,flower2.jpg,right,ARIWYNIH12MLF
16,6,2.0,left.jpg,left,2.0982,left,14.0,left,1.0,1.1562,2.0,flower3.jpg,flower3_pair.jpg,left,ARIWYNIH12MLF
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.5341,3.0,flower4.jpg,flower4_pair.jpg,left,ARIWYNIH12MLF
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.0081,4.0,flower5_pair.jpg,flower5.jpg,right,ARIWYNIH12MLF
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.1509,5.0,flower6.jpg,flower6_pair.jpg,left,ARIWYNIH12MLF
20,10,6.0,flower6.jpg,,,,,,,,,,,,ARIWYNIH12MLF
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.8729,0.0,flower1.jpg,flower1_pair.jpg,left,A3J4YYW1M62T39
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.0339,1.0,flower2_pair.jpg,flower2.jpg,right,A3J4YYW1M62T39
23,6,2.0,left.jpg,left,0.9962,left,14.0,left,1.0,1.4436,2.0,flower3.jpg,flower3_pair.jpg,left,A3J4YYW1M62T39
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.9016,3.0,flower4.jpg,flower4_pair.jpg,left,A3J4YYW1M62T39
25,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.6525,4.0,flower5_pair.jpg,flower5.jpg,right,A3J4YYW1M62T39
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6694,5.0,flower6.jpg,flower6_pair.jpg,left,A3J4YYW1M62T39
27,10,6.0,flower6.jpg,,,,,,,,,,,,A3J4YYW1M62T39
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.3216,0.0,flower1.jpg,flower1_pair.jpg,left,A34Z9LMI089LMT
29,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.0241,1.0,flower2_pair.jpg,flower2.jpg,right,A34Z9LMI089LMT
30,6,2.0,left.jpg,left,0.9234,left,14.0,left,1.0,2.1257,2.0,flower3.jpg,flower3_pair.jpg,left,A34Z9LMI089LMT
31,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.6763,3.0,flower4.jpg,flower4_pair.jpg,left,A34Z9LMI089LMT
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5285,4.0,flower5_pair.jpg,flower5.jpg,right,A34Z9LMI089LMT
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.5845,5.0,flower6.jpg,flower6_pair.jpg,left,A34Z9LMI089LMT
34,10,6.0,flower6.jpg,,,,,,,,,,,,A34Z9LMI089LMT
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.7512,0.0,flower1.jpg,flower1_pair.jpg,left,AZ5KAKZR0CVR
